id,title,summary,news_site,published_at,updated_at,source
34001,Suited Up for Science: NASA ER-2 Pilot Prepares for GEMx Flight,"NASA ER-2 pilot Kirt Stallings waits inside the transport vehicle moments before boarding the airborne science aircraft at NASA’s Armstrong Flight Research Center in Edwards, California, on Thursday, Aug. 21, 2025. Outside the window, the aircraft is being readied for a high-altitude mission supporting the Geological Earth Mapping Experiment (GEMx), a multi-year NASA–U.S. Geological Survey […]",NASA,2025-11-17T20:32:44Z,2025-11-17T20:40:07.146074Z,Spaceflight News API
33999,"NASA to Share Comet 3I/ATLAS Images From Spacecraft, Telescopes","NASA will host a live event at 3 p.m. EST, Wednesday, Nov. 19, to share imagery of the interstellar comet 3I/ATLAS collected by a number of the agency’s missions. The event will take place at the NASA’s Goddard Space Flight Center in Greenbelt, Maryland. Comet 3I/ATLAS, discovered by the NASA-funded ATLAS (Asteroid Terrestrial-impact Last Alert […]",NASA,2025-11-17T20:14:11Z,2025-11-21T06:49:08.746257Z,Spaceflight News API
33997,"After last week’s stunning landing, here’s what comes next for Blue Origin","""There's never been such a high demand for launch as there is right now.""",Arstechnica,2025-11-17T19:19:38Z,2025-11-21T06:48:49.429618Z,Spaceflight News API
33998,Orion: Safeguarding Humanity’s Return to the Moon and the Journey Beyond,"NASA’s Orion spacecraft is built around a single, uncompromising principle—crew must return home safely. From the millisecond‑response launch abort system (LAS) perched atop the capsule to the autonomous flight software that […]
The post Orion: Safeguarding Humanity’s Return to the Moon and the Journey Beyond appeared first on SpaceNews.",SpaceNews,2025-11-17T19:15:56Z,2025-11-21T06:48:43.857444Z,Spaceflight News API
33996,"NASA, Industry Weave Data Fabric with Artificial Intelligence",Air taxis and drones navigate different flight zones with NASA-inspired system,NASA,2025-11-17T18:53:26Z,2025-11-17T19:00:40.509945Z,Spaceflight News API
33995,New Glenn Aces Second Flight,"Blue Origin saw a resounding success on the second flight of their mammoth New Glenn launch vehicle Thursday, successfully placing NASA’s twin ESCAPADE spacecraft on a trajectory toward deep space.",Space Scout,2025-11-17T16:04:50Z,2025-11-21T06:48:33.816743Z,Spaceflight News API
33994,Leanspace raises €10 million Series A round to bring software-defined satellite operations to enterprise and institutional space programs,"
STRASBOURG, November 17th, 2025 – Leanspace, a European satellite operations technology provider, today announced it has raised €10 million in Series A funding. The financing round includes new strategic investors: […]
The post Leanspace raises €10 million Series A round to bring software-defined satellite operations to enterprise and institutional space programs appeared first on SpaceNews.",SpaceNews,2025-11-17T16:00:00Z,2025-11-17T16:02:37.612948Z,Spaceflight News API
33992,In-Orbit Servicing Startup Infinite Orbits Raises €40 Million in New Funding,"French in-orbit servicing startup Infinite Orbits has secured €40 million in new funding to expand its European footprint and accelerate the development of its satellite life-extension and inspection spacecraft. Founded in 2017, the Toulouse-based startup is developing Endurance, a satellite life-extension vehicle, and Orbit Guard, a small-satellite system for close-range inspection of geostationary spacecraft. Prior […]
The post In-Orbit Servicing Startup Infinite Orbits Raises €40 Million in New Funding appeared first on European Spaceflight.",European Spaceflight,2025-11-17T14:34:13Z,2025-11-17T14:40:13.100585Z,Spaceflight News API
33991,How Golden Dome could make nuclear weapons irrelevant,"
For nearly 80 years, the specter of nuclear war has haunted humankind, shaping foreign policy, military strategy, and international relations. The principle of “mutually assured destruction” (MAD) has been the cornerstone of global stability since the dawn of the atomic age. Yet, this fragile equilibrium has always depended on one terrifying certainty: No defense is […]
The post How Golden Dome could make nuclear weapons irrelevant  appeared first on SpaceNews.",SpaceNews,2025-11-17T14:00:00Z,2025-11-17T14:02:34.832802Z,Spaceflight News API
33993,ESA investigates high-stakes Amazon tipping point,"For decades, the Amazon rainforest has quietly absorbed vast quantities of human-generated carbon dioxide, helping to slow the pace of climate change. Recent evidence, however, suggests that this vital natural buffer may be weakening – though uncertainties remain.",ESA,2025-11-17T13:45:00Z,2025-11-21T06:48:28.347367Z,Spaceflight News API
33990,China to launch Shenzhou-22 spacecraft Nov. 25 to provide lifeboat for astronauts,"China is set to launch an uncrewed Shenzhou spacecraft to the Tiangong space station to provide the Shenzhou-21 astronauts with a means of returning home.
The post China to launch Shenzhou-22 spacecraft Nov. 25 to provide lifeboat for astronauts appeared first on SpaceNews.",SpaceNews,2025-11-17T10:50:11Z,2025-11-21T06:48:09.446305Z,Spaceflight News API
33988,FAA ends commercial launch curfew,"
The FAA has ended restrictions on the timing of commercial launches that were triggered by the government shutdown’s effects on airspace management.
The post FAA ends commercial launch curfew appeared first on SpaceNews.",SpaceNews,2025-11-17T08:49:47Z,2025-11-17T08:50:21.931833Z,Spaceflight News API
33987,Copernicus Sentinel-6B begins mission to advance ocean science,"Berlin, Germany (SPX) Nov 17, 2025

Copernicus Sentinel-6B launched today, 17 November, at 06:21 CET aboard a SpaceX Falcon 9 rocket from Vandenberg Space Force Base in California. The satellite was delivered into orbit just under an hour after liftoff, and at 07:54 CET ESA's European Space Operations Centre in Germany received the signal via the Inuvik ground station in Canada, confirming that Sentinel-6B is operational and healt",SpaceDaily,2025-11-17T08:10:47Z,2025-11-17T12:52:16.312084Z,Spaceflight News API
33986,Falcon 9 launches Sentinel-6B satellite to monitor global sea level,"A Falcon 9 launched a joint U.S.-European satellite to monitor sea levels Nov. 17, extending a record of measurements that dates back more than three decades.
The post Falcon 9 launches Sentinel-6B satellite to monitor global sea level appeared first on SpaceNews.",SpaceNews,2025-11-17T08:06:09Z,2025-11-17T08:15:21.240968Z,Spaceflight News API
33989,Sentinel-6B launch highlights,"Copernicus Sentinel-6B was launched on 17 November 2025, ready to continue a decades-long mission to track the height of the planet’s seas – a key measure of climate change. The satellite was carried into orbit on a Falcon 9 rocket from the Vandenberg Space Force Base in California, US.",ESA,2025-11-17T08:00:00Z,2025-11-17T12:52:20.502614Z,Spaceflight News API
33985,"NASA, SpaceX Launch US-European Satellite to Monitor Earth’s Oceans","About the size of a full-size pickup truck, a newly launched satellite by NASA and its partners will provide ocean and atmospheric information to improve hurricane forecasts, help protect infrastructure, and benefit commercial activities, such as shipping. The Sentinel-6B satellite lifted off aboard a SpaceX Falcon 9 rocket from Launch Complex 4 East at Vandenberg […]",NASA,2025-11-17T07:40:22Z,2025-11-17T08:10:30.373114Z,Spaceflight News API
33984,French Rocket Builder HyPrSpace Secures €21 Million in New Funding,"Le Haillan-based rocket builder HyPrSpace has closed an oversubscribed Series A funding round, securing €21 million to continue the development of its hybrid rocket engines and complete a suborbital test flight. Founded in 2019, HyPrSpace is developing a hybrid propulsion system that uses solid HDPE fuel and a cryogenic liquid oxygen oxidiser. The company expects […]
The post French Rocket Builder HyPrSpace Secures €21 Million in New Funding appeared first on European Spaceflight.",European Spaceflight,2025-11-17T07:38:00Z,2025-11-17T07:40:11.051946Z,Spaceflight News API
33983,SpaceX launches joint NASA-European sea level monitor,"SpaceX launched a joint NASA-European environmental research satellite early Monday, the second in an ongoing billion-dollar project to measure long-term changes in sea level, a key indicator of climate change.",Spaceflight Now,2025-11-17T07:23:36Z,2025-11-17T08:10:26.138565Z,Spaceflight News API
33982,Sentinel-6B launched to extend record of sea-level rise,"The latest guardian of our oceans has taken its place in orbit. The Copernicus Sentinel-6B satellite is now circling Earth, ready to continue a decades-long mission to track the height of the planet’s seas – a key measure of climate change.",ESA,2025-11-17T06:56:00Z,2025-11-17T08:03:58.244839Z,Spaceflight News API
33981,Sentinel-6B is launched,"Copernicus Sentinel-6B was launched on 17 November 2025, ready to continue a decades-long mission to track the height of the planet’s seas – a key measure of climate change. The satellite was carried into orbit on a Falcon 9 rocket from the Vandenberg Space Force Base in California, US.",ESA,2025-11-17T06:00:00Z,2025-11-17T08:04:01.724330Z,Spaceflight News API
33980,Can America Beat China Back to the Moon?,"Gerroa, Australia (SPX) Nov 17, 2025

The United States faces a narrowing window to claim its position as the first nation to return humans to the Moon in the 21st century. While NASA's official timeline targets Artemis 3 for no earlier than mid-2027 - roughly three years before China's 2030 lunar landing goal - the path forward is fraught with technical complexity, schedule pressure, and the kind of engineering challenges that have historically humbled even the most ambitious space programs.",SpaceDaily,2025-11-17T04:28:35Z,2025-11-17T04:30:12.343505Z,Spaceflight News API
33977,Colorado Boulder advances research and education in space law and policy,"Los Angeles CA (SPX) Nov 13, 2025


University of Colorado Boulder researchers are expanding their work into space law following decades of experience in space exploration. 

The need for policy expertise has grown as countries continue to launch satellites, probes, and military hardware into orbit. 

Marcus Holzinger, professor in the Ann and H.J. Smead Department of Aerospace Engineering Sciences, is the inaugural Hatfie",SpaceDaily,2025-11-17T01:39:08Z,2025-11-17T01:40:12.892653Z,Spaceflight News API
